,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
3624,Kepler-363 c,1.69271,66.426053,6.2643778,1263.0111,5593.0,1.49,1.1,2.3173946
3625,Kepler-363 d,2.05143,4.8627684,1.5396196,1085.2476,5593.0,1.49,1.1,2.3173946
3626,Kepler-364 b,1.54698,3.0225443,1.3977966,834.66215,6108.0,1.28,1.19,2.2438819
3627,Kepler-364 c,2.15232,5.2759448,1.5656573,630.43951,6108.0,1.28,1.19,2.2438819
3628,Kepler-365 b,2.04022,4.8309856,1.5387901,980.29702,6012.0,1.05,1.02,1.2941958
3629,Kepler-365 c,1.63666,3.337194,1.427945,829.10672,6012.0,1.05,1.02,1.2941958
3630,Kepler-366 b,1.4573,2.7301425,1.3687312,1886.3161,6209.0,1.05,1.06,3.7411059
3631,Kepler-366 c,1.7936,3.8457188,1.4642862,1206.4918,6209.0,1.05,1.06,3.7411059
3632,Kepler-367 b,1.30036,2.2406874,1.3126799,449.90694,4710.0,0.69,0.68,0.24154608
3633,Kepler-367 c,1.19947,1.8688287,1.2482169,401.01485,4710.0,0.69,0.68,0.24154608
3636,Kepler-369 b,1.13221,1.5065047,1.153511,733.51685,3591.0,0.47,0.5,0.03801894
3637,Kepler-369 c,1.41246,2.5712285,1.3492184,414.38764,3591.0,0.47,0.5,0.03801894
3642,Kepler-370 b,1.59182,3.1560321,1.4080683,1242.4355,5852.0,0.9,0.98,1.0139114
3643,Kepler-370 c,1.9057,4.3224608,1.5060461,771.62573,5852.0,0.9,0.98,1.0139114
3644,Kepler-371 b,1.89449,4.2271124,1.4937425,740.38178,5666.0,0.99,0.93,1.7538805
3645,Kepler-371 c,1.78239,3.813936,1.4628013,591.83215,5666.0,0.99,0.93,1.7538805
3646,Kepler-372 b,1.35641,2.4186711,1.3353433,1263.8342,6509.0,1.14,1.15,2.0941125
3647,Kepler-372 c,2.08506,5.0216824,1.5519058,881.98329,6509.0,1.14,1.2,2.0941125
3648,Kepler-372 d,1.69271,3.496108,1.4371468,772.00958,6509.0,1.14,1.15,2.0941125
3649,Kepler-373 b,1.35641,2.4186711,1.3353433,1327.0739,5787.0,0.84,0.93,1.629296
3650,Kepler-373 c,1.24431,2.0690603,1.2895028,915.76797,5787.0,0.84,0.93,1.629296
3651,Kepler-374 b,1.03132,1.0806152,1.0236201,1978.2069,5977.0,0.91,1.04,1.8793168
3652,Kepler-374 c,1.09858,1.3666604,1.1153585,1643.789,5977.0,0.91,1.04,1.8793168
3653,Kepler-374 d,1.31157,2.2692919,1.3153746,1423.563,5977.0,0.91,1.04,1.8793168
3654,Kepler-375 b,1.44609,2.6983597,1.3660049,824.25204,5826.0,0.84,0.92,0.68706844
3656,Kepler-376 b,1.06495,1.2395292,1.0788567,1480.0735,5900.0,1.18,1.06,2.2750974
3657,Kepler-376 c,1.7936,3.8457188,1.4642862,1042.0098,5900.0,1.18,1.06,2.2750974
3658,Kepler-377 b,1.39004,2.5108412,1.3439898,988.0012,5949.0,1.22,1.07,1.6519618
3659,Kepler-377 c,2.06264,4.8945512,1.5404398,764.60129,5949.0,1.22,1.07,1.6519618
3660,Kepler-378 b,0.75107,0.34643252,0.67915534,589.67363,4661.0,0.67,0.78,0.22130947
3661,Kepler-378 c,0.69502,0.2701538,0.62345755,484.35822,4661.0,0.67,0.78,0.22130947
3662,Kepler-379 b,1.65908,3.4007596,1.4317075,867.05955,6054.0,1.31,1.15,1.9054607
3663,Kepler-379 c,2.28684,5.8480353,1.5991423,592.05482,6054.0,1.31,1.15,1.9054607
3665,Kepler-380 b,1.18826,1.8116196,1.2347464,1510.0305,6045.0,1.22,1.08,1.8967059
3666,Kepler-380 c,1.26673,2.1548739,1.3042742,1208.992,6045.0,1.22,1.08,1.8967059
3667,Kepler-381 b,0.98648,0.93759261,0.97490645,1505.5624,6152.0,1.57,1.2,3.2658783
3668,Kepler-381 c,1.121,1.4588305,1.140774,1130.7791,6152.0,1.57,1.2,3.2658783
3669,Kepler-381 d,1.06495,1.2268161,1.0733099,1326.665,6197.0,2.19,1.2,3.2658783
3670,Kepler-382 b,1.32278,2.3010747,1.3189294,1334.4103,5600.0,0.94,0.88,1.3995873
3671,Kepler-382 c,1.59182,3.1560321,1.4080683,1004.8121,5600.0,0.94,0.88,1.3995873
3672,Kepler-383 b,1.32278,2.3010747,1.3189294,624.60998,4710.0,0.67,0.67,0.2004472
3673,Kepler-383 c,1.24431,2.0690603,1.2895028,464.20145,4710.0,0.67,0.67,0.2004472
3674,Kepler-384 b,1.121,1.4588305,1.140774,939.37687,5577.0,0.88,0.97,2.4888573
3675,Kepler-384 c,1.13221,1.5065047,1.153511,743.90027,5577.0,0.88,0.97,2.4888573
3679,Kepler-386 b,1.39004,2.5108412,1.3439898,736.77538,5178.0,0.77,0.82,0.39627803
3680,Kepler-386 c,1.58061,3.121071,1.4052043,579.83559,5178.0,0.77,0.82,0.39627803
3681,Kepler-387 b,1.03132,1.0806152,1.0236201,1193.8954,5774.0,1.05,0.82,1.3708818
3682,Kepler-387 c,0.88559,0.63883429,0.84933252,994.50663,5774.0,1.05,0.82,1.3708818
3683,Kepler-388 b,0.80712,0.45767232,0.75302305,1177.7944,4498.0,0.59,0.64,0.36391504
3684,Kepler-388 c,0.86317,0.56573385,0.80957653,732.78951,4498.0,0.59,0.64,0.36391504
3685,Kepler-389 b,1.51335,2.8890565,1.3816827,1055.793,5376.0,0.79,0.81,0.3047895
3686,Kepler-389 c,1.4573,2.7301425,1.3687312,644.57637,5376.0,0.79,0.81,0.3047895
3688,Kepler-390 b,0.81833,0.476742,0.76326873,921.53968,5166.0,0.78,0.86,0.44463127
3689,Kepler-390 c,0.7847,0.41635468,0.72841671,739.28183,5166.0,0.78,0.86,0.44463127
3692,Kepler-392 b,0.99769,0.97255369,0.98732238,1325.2405,5938.0,1.13,1.07,1.5667511
3693,Kepler-392 c,1.09858,1.3666604,1.1153585,1055.5511,5938.0,1.13,1.07,1.5667511
3694,Kepler-393 b,1.28915,2.2120829,1.3099327,1289.5852,6189.0,1.38,1.21,3.3419504
3695,Kepler-393 c,1.33399,2.3296793,1.321514,1104.7395,6189.0,1.38,1.21,3.3419504
3696,Kepler-394 b,1.60303,3.17828,1.4080733,1029.6312,6402.0,1.13,1.13,1.1297959
3697,Kepler-394 c,1.65908,3.4007596,1.4317075,894.38473,6402.0,1.13,1.13,1.1297959
3698,Kepler-394 d,1.50214,2.860452,1.3799461,1167.0903,6398.0,1.1,1.14,1.1297959
3699,Kepler-395 b,1.03132,1.0806152,1.0236201,585.87613,4262.0,0.56,0.62,0.063973484
3700,Kepler-395 c,1.32278,2.3010747,1.3189294,343.94111,4262.0,0.56,0.62,0.063973484
3703,Kepler-397 b,2.45499,6.6108225,1.6409785,610.64594,5307.0,0.77,0.84,0.42072663
3705,Kepler-398 b,0.93043,0.75007409,0.89786332,859.99194,4493.0,0.61,0.65,0.15452544
3706,Kepler-398 c,1.0089,1.0075148,0.99931326,611.59101,4493.0,0.61,0.65,0.15452544
3707,Kepler-398 d,0.88559,0.61340805,0.83225877,725.6488,4557.0,0.67,0.72,0.15452544
3708,Kepler-399 b,0.96406,0.83906593,0.93292345,704.77762,5502.0,0.68,0.9,0.38194427
3709,Kepler-399 c,1.43488,2.6347941,1.3550819,574.51963,5502.0,0.68,0.9,0.38194427
3710,Kepler-399 d,1.89449,4.2271124,1.4937425,442.74174,5502.0,0.68,0.9,0.38194427
3713,Kepler-400 b,1.64787,3.3689768,1.4298403,1064.6604,5886.0,1.15,1.08,1.4190575
3714,Kepler-400 c,1.49093,2.8254909,1.3766335,857.86376,5886.0,1.15,1.08,1.4190575
3715,Kepler-401 b,1.71513,3.5596736,1.4406436,1141.0136,6117.0,1.33,1.17,3.6812897
3716,Kepler-401 c,2.15232,5.2759448,1.5656573,768.41278,6117.0,1.33,1.17,3.6812897
3717,Kepler-401 d,2.27563,5.7844697,1.59434,494.21263,6184.0,1.29,1.17,3.6812897
3718,Kepler-402 b,1.22189,1.9832467,1.2740085,1431.9756,6090.0,1.26,1.15,1.5958791
3719,Kepler-402 c,1.55819,3.0543271,1.400063,1240.1273,6090.0,1.26,1.15,1.5958791
3720,Kepler-402 d,1.37883,2.4790584,1.3408741,1096.38,6090.0,1.26,1.15,1.5958791
3721,Kepler-402 e,1.4573,2.7301425,1.3687312,1012.5597,6090.0,1.26,1.15,1.5958791
3722,Kepler-403 b,1.25552,2.0976648,1.2925764,1512.0422,6090.0,1.33,1.25,4.4055486
3723,Kepler-403 c,1.74876,3.7185876,1.4582229,764.87857,6090.0,1.33,1.25,4.4055486
3724,Kepler-403 d,1.42367,2.6030113,1.3521764,1197.8395,6209.0,1.45,1.25,4.4055486
3725,Kepler-404 b,1.26673,2.1548739,1.3042742,742.02858,5654.0,0.88,0.93,0.46025657
3726,Kepler-404 c,1.71513,3.5914564,1.4470608,689.88979,5654.0,0.88,0.93,0.46025657
3727,Kepler-405 b,2.08506,4.9898996,1.5469869,771.54084,5818.0,0.89,0.91,0.46665938
3729,Kepler-406 b,1.43488,6.3565601,2.1047634,1561.074,5538.0,1.07,1.07,1.1168632
3730,Kepler-406 c,0.85196,2.860452,1.832347,1258.9288,5538.0,1.07,1.07,1.1168632
3737,Kepler-411 b,2.39894,25.601046,3.2667745,1063.2201,4974.0,0.82,0.87,0.26363314
3743,Kepler-414 b,1.71513,3.496108,1.4277228,1137.1439,5536.0,0.95,0.89,0.67764151
3745,Kepler-415 b,1.21068,119.82116,9.9483732,877.03297,4362.0,0.64,0.67,0.15667511
3746,Kepler-415 c,2.25321,4.7038544,1.4448611,686.63876,4362.0,0.64,0.67,0.15667511
3748,Kepler-416 c,2.45499,6.5790397,1.6370291,915.07744,5758.0,1.07,1.0,1.0665961
3750,Kepler-417 c,2.6904,7.6914377,1.6908121,657.23178,5177.0,0.81,0.9,0.38815037
3755,Kepler-42 b,0.7847,0.40046328,0.71438039,591.1508,3068.0,0.17,0.13,0.0023988329
3756,Kepler-42 c,0.72865,0.31464972,0.65713438,822.04406,3068.0,0.17,0.13,0.0023988329
3757,Kepler-42 d,0.57171,0.13030948,0.47741946,513.09703,3068.0,0.17,0.13,0.0023988329
3769,Kepler-430 c,1.7936,3.7185876,1.4398797,499.23399,5884.0,1.49,1.17,2.0511622
3770,Kepler-431 b,0.76228,0.37185876,0.69844425,1429.2437,6004.0,1.09,1.07,3.1477483
3771,Kepler-431 c,0.6726,0.22883616,0.58328915,1316.8279,6004.0,1.09,1.07,3.1477483
3772,Kepler-431 d,1.121,1.4111563,1.1219791,1185.5301,6004.0,1.09,1.07,3.1477483
3779,Kepler-436 c,2.33168,6.0387321,1.6093052,555.09388,4685.0,0.71,0.75,0.18578045
3780,Kepler-437 b,2.1299,5.2123792,1.5643661,345.75114,4551.0,0.68,0.71,0.17298164
3781,Kepler-438 b,1.121,1.4588305,1.140774,323.32719,3748.0,0.52,0.54,0.043954162
3782,Kepler-439 b,2.242,5.6573385,1.5885039,334.72802,5431.0,0.87,0.88,0.58076442
3784,Kepler-440 b,1.9057,4.131764,1.4724498,307.83897,4134.0,0.56,0.57,0.079067863
3785,Kepler-441 b,1.6815,3.337194,1.4087771,196.2721,4340.0,0.55,0.57,0.088920112
3786,Kepler-442 b,1.3452,2.3582838,1.3240507,263.06654,4402.0,0.6,0.61,0.11694994
3787,Kepler-443 b,2.3541,6.0387321,1.6016235,278.82944,4723.0,0.71,0.74,0.21677041
3790,Kepler-444 d,0.52687,0.20023164,0.61647379,917.82095,5046.0,0.75,0.76,0.3758374
3792,Kepler-444 f,0.73986,0.33054112,0.66840236,786.81843,5046.0,0.75,0.76,0.3758374
3793,Kepler-445 b,1.5694,3.121071,1.4102139,583.09706,3157.0,0.21,0.18,0.0079432823
3794,Kepler-445 c,2.4662,6.8333021,1.6645665,495.09378,3157.0,0.21,0.18,0.0079432823
3795,Kepler-445 d,1.2331,2.0976648,1.3042742,409.95714,3157.0,0.21,0.18,0.0079432823
3796,Kepler-446 b,1.4573,2.8572737,1.4002367,584.7026,3359.0,0.24,0.22,0.0056493697
3797,Kepler-446 c,1.121,1.4111563,1.1219791,468.89705,3359.0,0.24,0.22,0.0056493697
3798,Kepler-446 d,1.3452,2.3900666,1.332943,392.93272,3359.0,0.24,0.22,0.0056493697
3801,Kepler-449 b,2.05143,4.8945512,1.5446429,1064.5377,5649.18,1.47,1.02,1.9769696
3806,Kepler-450 d,0.84075,17.601315,4.5755059,1380.4764,6197.21,1.64,1.19,3.5809644
3809,Kepler-452 b,1.62545,3.3054112,1.4260211,295.26018,5757.0,1.11,1.04,1.2133889
3811,Kepler-454 b,2.3541,6.0546235,1.6037295,960.38757,5701.0,1.05,0.85,1.1297959
3817,Kepler-46 d,1.63666,3.337194,1.427945,894.19723,5309.0,0.79,0.92,0.41879357
3826,Kepler-466 c,1.25552,2.0976648,1.2925764,1283.7908,5927.0,1.05,1.04,0.85703785
3827,Kepler-467 b,2.25321,5.6891213,1.5889922,852.79998,5809.0,1.37,1.05,2.1037784
3829,Kepler-47 b,3.04912,2.0690603,0.82375737,513.43892,5636.0,0.94,0.96,0.83945999
3837,Kepler-475 b,2.48862,6.7697365,1.6493263,1102.7683,5009.0,0.79,0.86,0.34355795
3839,Kepler-477 b,2.07385,4.926334,1.5412506,769.50515,5240.0,0.79,0.87,0.42461956
3841,Kepler-479 b,2.11869,5.1488136,1.5589058,721.15319,5247.0,0.81,0.86,0.38994199
3842,Kepler-48 b,1.88328,3.9410672,1.4466034,1060.239,5194.0,0.89,0.88,0.51404365
3844,Kepler-48 d,2.04022,7.9457001,1.9734566,510.32701,5194.0,0.89,0.88,0.51404365
3847,Kepler-481 b,2.49983,6.8015193,1.6494826,1084.0566,5802.0,1.09,1.01,1.6106456
3848,Kepler-482 b,2.36531,6.1658633,1.6145552,418.8519,4871.0,0.72,0.75,0.28906799
3850,Kepler-484 b,2.27563,5.8162525,1.5987141,889.33772,5668.0,0.87,0.96,0.73282453
3860,Kepler-49 d,1.60303,3.17828,1.4080733,852.19675,4252.0,0.56,0.55,0.073960528
3861,Kepler-49 e,1.55819,3.0543271,1.400063,440.54647,4252.0,0.56,0.55,0.073960528
3868,Kepler-495 c,1.22189,1.9768902,1.2719652,1013.0632,5392.0,1.09,0.89,0.5794287
3869,Kepler-496 b,2.32047,6.0069493,1.6089369,828.53416,5293.0,0.82,0.86,0.38370725
3872,Kepler-499 b,2.17474,5.3395104,1.5669208,1002.0056,5312.0,0.83,0.87,0.52601727
3878,Kepler-501 c,1.6815,3.4643252,1.4353602,1507.6908,5794.0,1.22,1.03,1.6443717
3880,Kepler-504 b,1.59182,3.1560321,1.4080683,456.67208,3519.0,0.33,0.33,0.026485001
3883,Kepler-507 b,1.30036,2.2406874,1.3126799,1596.0267,6113.0,1.32,1.16,2.1183611
3884,Kepler-508 b,1.63666,3.337194,1.427945,809.27209,6025.0,1.25,1.16,1.9453601
3885,Kepler-509 b,2.48862,6.7697365,1.6493263,673.85677,6060.0,1.2,1.1,1.7100153
3886,Kepler-51 b,7.09593,2.224796,0.55993864,528.74301,6018.0,0.94,1.04,0.72110748
3889,Kepler-510 b,2.4662,6.6743881,1.6450973,951.52088,5746.0,1.41,0.91,2.1478305
3893,Kepler-513 b,2.19716,5.4666417,1.577355,711.89436,5849.0,1.06,1.02,1.1994993
3894,Kepler-514 b,1.71513,3.5914564,1.4470608,1355.9615,6106.0,1.44,1.28,2.2542392
3895,Kepler-515 b,1.4573,2.7301425,1.3687312,658.4998,5293.0,0.83,0.9,0.48752849
3898,Kepler-518 b,2.10748,5.085248,1.5533679,987.93463,5842.0,0.88,0.96,0.91201084
3899,Kepler-519 b,2.09627,5.0534652,1.5526409,594.26009,5260.0,0.8,0.89,0.46238102
3902,Kepler-52 d,1.95054,4.449592,1.5103676,380.13252,4263.0,0.56,0.58,0.10092529
3903,Kepler-520 b,1.65908,3.4007596,1.4317075,1016.9263,6112.0,1.09,1.1,3.2359366
3904,Kepler-520 c,1.06495,1.2395292,1.0788567,1583.3521,6112.0,1.09,1.1,3.2359366
3907,Kepler-523 b,1.96175,4.5131576,1.5167654,994.79686,5515.0,0.86,0.93,0.52480746
3908,Kepler-524 b,1.9057,4.3224608,1.5060461,1317.1416,6014.0,1.1,1.09,2.7478942
3909,Kepler-524 c,0.96406,0.83906593,0.93292345,2128.1361,6014.0,1.1,1.09,2.7478942
3911,Kepler-526 b,1.99538,4.608506,1.5197329,1391.9727,5894.0,1.14,1.15,2.2438819
3913,Kepler-528 b,2.08506,4.9898996,1.5469869,839.48941,5807.0,1.06,1.01,1.4387986
3914,Kepler-529 b,1.86086,4.131764,1.4900845,1843.9175,6087.0,1.14,1.07,1.6106456
3915,Kepler-529 c,1.99538,4.6720716,1.5301779,988.59063,6087.0,1.14,1.07,1.6106456
3919,Kepler-53 d,2.11869,5.1488136,1.5589058,973.75572,6085.0,0.96,0.98,1.0864256
3924,Kepler-534 b,2.242,5.6573385,1.5885039,877.96492,5884.0,0.98,1.05,1.4028137
3925,Kepler-534 c,1.22189,2.0245644,1.287211,1135.085,5936.0,0.97,1.07,1.4028137
3926,Kepler-535 b,2.36531,6.1658633,1.6145552,1436.5723,6123.0,1.27,1.18,2.1928049
3928,Kepler-537 b,1.41246,2.5712285,1.3492184,1338.1647,5763.0,0.99,1.07,0.91411324
3929,Kepler-538 b,2.21958,10.599564,2.1852876,379.80713,5547.0,0.87,0.89,0.6622165
3932,Kepler-54 b,2.09627,21.612304,3.2109011,546.85904,3705.0,0.5,0.51,0.050003453
3933,Kepler-54 c,1.2331,19.705336,3.9975396,478.35075,3705.0,0.5,0.51,0.050003453
3934,Kepler-54 d,1.52456,2.9558004,1.3924041,383.29702,4252.0,0.55,0.52,0.050003453
3937,Kepler-542 b,1.5694,3.0892882,1.4030152,832.47662,5526.0,0.9,0.93,0.75509223
3938,Kepler-543 b,2.49983,6.8015193,1.6494826,634.75727,4671.0,0.67,0.7,0.22750974
3939,Kepler-544 b,2.11869,5.1488136,1.5589058,989.99954,6206.0,1.22,1.16,3.3806484
3946,Kepler-55 b,2.43257,42.90678,4.1998163,464.63597,4362.0,0.58,0.62,0.17258379
3947,Kepler-55 c,2.20837,69.922161,5.6269298,405.162,4362.0,0.58,0.62,0.17258379
3948,Kepler-55 d,1.59182,3.1560321,1.4080683,1088.9846,4503.0,0.62,0.63,0.17258379
3949,Kepler-55 e,1.54698,3.0225443,1.3977966,846.44765,4503.0,0.62,0.63,0.17258379
3950,Kepler-55 f,1.59182,3.1560321,1.4080683,651.5957,4503.0,0.62,0.63,0.17258379
3958,Kepler-556 b,2.242,5.6573385,1.5885039,897.25172,5740.0,0.98,1.0,0.89536477
3960,Kepler-558 b,2.36531,6.1976461,1.6187111,549.96848,5242.0,0.81,0.85,0.4130475
3965,Kepler-560 b,1.71513,3.5914564,1.4470608,356.49242,3556.0,0.33,0.34,0.019186687
3972,Kepler-566 b,2.15232,5.2759448,1.5656573,602.61161,5132.0,0.79,0.83,0.29922646
3973,Kepler-567 b,2.25321,5.6891213,1.5889922,648.55196,5148.0,0.79,0.84,0.38994199
3974,Kepler-568 b,2.26442,5.7209041,1.5894755,474.8544,3768.0,0.53,0.55,0.046773514
3978,Kepler-570 b,2.45499,6.5790397,1.6370291,1088.41,5496.0,0.9,0.93,0.50582466
3982,Kepler-574 b,2.38773,6.2929945,1.6234393,946.02273,5612.0,0.91,0.95,0.61094202
3983,Kepler-575 b,2.38773,6.2929945,1.6234393,976.57952,5710.0,0.95,0.97,0.82413812
3986,Kepler-578 b,1.99538,4.6720716,1.5301779,1453.0478,5334.0,0.83,0.87,0.46025657
3987,Kepler-579 b,1.99538,4.6720716,1.5301779,823.17426,5636.0,0.96,0.99,0.48865236
3994,Kepler-583 b,2.27563,5.8162525,1.5987141,1034.2157,5523.0,0.91,0.94,0.79250133
3998,Kepler-587 b,2.23079,5.5937729,1.5835182,813.11551,5549.0,0.89,0.92,0.57809605
4000,Kepler-589 b,2.27563,5.7844697,1.59434,681.32626,5296.0,0.83,0.88,0.44977985
4001,Kepler-589 c,1.121,1.4461174,1.1357924,1141.6052,5372.0,0.92,0.83,0.44977985
4002,Kepler-59 b,1.09858,1.3666604,1.1153585,1075.1128,6074.0,0.94,1.04,2.1086281
4003,Kepler-59 c,1.98417,4.5767232,1.5187556,936.0384,6074.0,0.94,1.04,2.1086281
4006,Kepler-592 b,2.38773,6.2929945,1.6234393,1606.2956,5913.0,1.04,1.04,1.5310875
4008,Kepler-594 b,2.17474,5.403076,1.5762201,780.2015,5485.0,0.87,0.91,0.64120958
4010,Kepler-595 c,1.0089,3.2990547,1.8083009,751.09343,5138.5,0.82,0.93,0.44874539
4012,Kepler-597 b,2.36531,6.1976461,1.6187111,868.73788,5683.0,0.95,0.97,0.92682982
4013,Kepler-598 b,1.50214,2.8572737,1.3791793,1185.0418,5307.0,0.86,0.87,0.55207744
4017,Kepler-60 b,1.71513,4.1889731,1.5628067,1326.9552,5905.0,1.26,1.04,2.3388372
4018,Kepler-60 c,1.9057,3.8488971,1.4211532,1231.3386,5905.0,1.26,1.04,2.3388372
4019,Kepler-60 d,1.99538,4.1603686,1.4439531,1118.4858,5905.0,1.26,1.04,2.3388372
4021,Kepler-601 b,1.9057,4.2588952,1.4949312,950.33496,5160.0,0.79,0.85,0.37325016
4022,Kepler-602 b,2.08506,5.0216824,1.5519058,992.15611,6062.0,1.13,1.08,2.1183611
4025,Kepler-603 d,1.32278,2.3010747,1.3189294,1397.1197,5808.0,1.01,1.01,2.4660393
4027,Kepler-605 b,1.43488,2.6665769,1.3632304,1217.1555,5462.0,0.88,0.91,0.56493697
4028,Kepler-605 c,0.86317,0.56573385,0.80957653,1373.1366,5462.0,0.88,0.91,0.56493697
4030,Kepler-607 b,0.87438,0.59116009,0.82224728,1987.4849,5196.0,0.8,0.84,0.41495404
4034,Kepler-61 b,2.15232,5.2759448,1.5656573,328.65176,4017.0,0.62,0.64,0.10690549
4037,Kepler-611 b,1.64787,3.3689768,1.4298403,1914.552,5761.0,1.01,1.01,2.4154608
4039,Kepler-613 b,2.28684,5.8480353,1.5991423,793.25965,5723.0,0.96,0.98,0.87700082
4040,Kepler-614 b,2.38773,6.2929945,1.6234393,705.80625,5268.0,0.81,0.85,0.38194427
4041,Kepler-615 b,1.73755,3.6868048,1.456654,661.47168,4655.0,0.69,0.73,0.20183664
4042,Kepler-616 b,2.43257,6.4836913,1.6325951,886.50431,5753.0,0.97,0.98,0.7744618
4045,Kepler-617 b,1.32278,2.3010747,1.3189294,917.27311,3712.0,0.48,0.51,0.049545019
4048,Kepler-619 c,1.69271,3.496108,1.4371468,1874.4742,5980.0,1.11,1.09,0.91201084
4055,Kepler-621 b,2.29805,5.9116009,1.6038835,1055.6984,4521.0,0.68,0.72,0.17418069
4056,Kepler-622 b,2.1299,5.1805964,1.5595894,560.14607,4201.0,0.61,0.64,0.1374042
4058,Kepler-624 b,2.30926,5.9433837,1.6042811,993.70372,6117.0,1.18,1.1,1.9543395
4059,Kepler-625 b,1.99538,4.608506,1.5197329,1311.5659,5789.0,0.96,1.04,2.5468303
4060,Kepler-625 c,1.05374,1.1568939,1.047804,1612.6453,5789.0,0.96,1.04,2.5468303
4061,Kepler-626 b,2.28684,5.8480353,1.5991423,828.1744,5813.0,1.05,1.01,0.90782053
4064,Kepler-629 b,1.37883,2.4790584,1.3408741,916.17982,5444.0,0.84,0.93,0.52119471
4068,Kepler-632 b,2.20837,5.5302073,1.5824674,560.1638,5322.0,0.84,0.91,0.510505
4069,Kepler-633 b,1.62545,3.3054112,1.4260211,1105.0754,5899.0,1.15,1.02,1.4454398
4070,Kepler-633 c,2.29805,5.8798181,1.5995662,784.29864,5877.0,1.27,1.0,1.4454398
4071,Kepler-634 b,1.89449,4.2271124,1.4937425,1524.9542,6075.0,1.24,1.03,2.6363314
4075,Kepler-638 b,1.82723,4.0046328,1.4804193,1554.5768,5382.0,0.93,0.88,3.4040819
4076,Kepler-639 b,2.37652,6.2612117,1.6231492,1222.453,5896.0,1.29,1.14,3.040885
4078,Kepler-641 b,1.84965,4.0681984,1.4830517,1214.7203,5713.0,1.13,1.02,2.4547089
4082,Kepler-645 b,2.09627,5.0534652,1.5526409,1685.0884,6170.0,1.21,1.13,2.82488
4083,Kepler-646 b,1.99538,4.608506,1.5197329,731.24129,5634.0,0.91,0.93,0.5508077
4084,Kepler-647 b,1.16584,1.7067364,1.2099398,1046.9721,6020.0,1.07,1.03,2.618183
4087,Kepler-649 b,2.26442,5.7209041,1.5894755,660.28604,5871.0,0.94,0.97,0.90364947
4088,Kepler-65 b,1.42367,2.4154928,1.3025614,2012.1733,6211.0,1.41,1.25,2.9308932
4090,Kepler-65 d,1.52456,4.131764,1.6462489,1298.9001,6211.0,1.41,1.25,2.9308932
4093,Kepler-651 b,2.36531,6.1976461,1.6187111,662.62104,5522.0,0.87,0.92,0.55847019
4094,Kepler-652 b,2.48862,6.7697365,1.6493263,1098.2134,5490.0,0.88,0.97,0.5370318
4095,Kepler-653 b,1.95054,4.449592,1.5103676,890.58145,5665.0,1.19,1.02,1.3152248
4096,Kepler-653 c,0.7847,0.40046328,0.71438039,2259.2498,5665.0,1.19,1.02,1.3152248
4097,Kepler-654 b,2.07385,4.926334,1.5412506,1123.6696,5865.0,1.11,1.04,2.8973436
4101,Kepler-658 b,1.62545,3.3054112,1.4260211,1250.6673,4103.0,0.6,0.63,0.12618275
4102,Kepler-659 b,2.49983,6.8015193,1.6494826,612.57247,4870.0,0.74,0.79,0.29785164
4106,Kepler-662 b,2.17474,5.403076,1.5762201,624.69696,4897.0,0.74,0.79,0.44055486
4110,Kepler-666 b,2.39894,6.3565601,1.6278013,1372.3696,5887.0,1.05,1.03,1.5205475
4117,Kepler-672 b,2.49983,6.8015193,1.6494826,580.01932,5627.0,0.92,0.95,0.77268059
4119,Kepler-674 b,1.69271,3.496108,1.4371468,1020.0975,4192.0,0.57,0.6,0.12387966
4120,Kepler-675 b,2.44378,6.5154741,1.6328337,1192.0076,4945.0,0.75,0.79,0.31117163
4125,Kepler-68 b,2.3541,7.65012,1.8026926,1323.0557,5875.23,1.26,1.06,1.7021585
4126,Kepler-68 c,0.99769,2.0404558,1.4300979,1091.8943,5875.23,1.26,1.06,1.7021585
4128,Kepler-680 b,2.42136,6.4519085,1.6323543,1488.1075,5890.0,1.11,1.08,1.5739829
4131,Kepler-683 b,1.97296,4.5449404,1.5177665,1491.4426,5703.0,0.95,0.96,0.90991327
4138,Kepler-69 b,2.242,5.6573385,1.5885039,886.04776,5638.0,0.93,0.81,0.79983426
4139,Kepler-69 c,1.71513,3.5596736,1.4406436,339.70029,5638.0,0.93,0.81,0.79983426
4141,Kepler-691 b,2.08506,5.0216824,1.5519058,532.8419,3715.0,0.5,0.53,0.049545019
4155,Kepler-705 b,2.10748,5.085248,1.5533679,269.13906,3722.0,0.51,0.53,0.041209752
4157,Kepler-707 b,1.33399,2.3296793,1.321514,1196.1318,5099.0,0.76,0.8,0.31550046
4160,Kepler-710 b,1.88328,4.1953296,1.4925387,1464.0472,5611.0,0.91,0.94,1.840772
4164,Kepler-713 b,2.47741,6.7061709,1.6452745,1104.765,5785.0,0.99,0.98,1.216186
4168,Kepler-716 c,1.39004,2.5203761,1.3465393,1003.672,5012.0,0.74,0.83,0.31332857
4169,Kepler-717 b,2.42136,6.4519085,1.6323543,1786.3603,5485.0,0.85,0.88,4.0179081
4184,Kepler-730 c,1.5694,3.0861099,1.4022933,1648.5558,5620.0,1.41,1.05,1.7218686
4186,Kepler-732 b,2.17474,5.403076,1.5762201,496.00002,3631.0,0.46,0.49,0.04216965
